,markers,AUC,p_value,p_corrected,significant
23,wSMI_2_mean,0.5903448275862069,0.6493506493506493,0.9398496240601504,p > 0.05
24,wSMI_2_mean,0.46068965517241384,0.6493506493506493,0.9398496240601504,p > 0.05
25,wSMI_2_mean,0.43034482758620696,0.6493506493506493,0.9398496240601504,p > 0.05
26,wSMI_2_mean,0.46142857142857135,0.6493506493506493,0.9398496240601504,p > 0.05
27,wSMI_2_mean,0.5471428571428572,0.6493506493506493,0.9398496240601504,p > 0.05
28,wSMI_2_mean,0.4828571428571428,0.6493506493506493,0.9398496240601504,p > 0.05
29,wSMI_2_mean,0.5714285714285714,0.6493506493506493,0.9398496240601504,p > 0.05
30,wSMI_2_std,0.6372413793103447,0.33766233766233766,0.7203907203907204,p > 0.05
31,wSMI_2_std,0.5793103448275863,0.33766233766233766,0.7203907203907204,p > 0.05
32,wSMI_2_std,0.5365517241379311,0.33766233766233766,0.7203907203907204,p > 0.05
33,wSMI_2_std,0.4896551724137931,0.33766233766233766,0.7203907203907204,p > 0.05
34,wSMI_2_std,0.37517241379310345,0.33766233766233766,0.7203907203907204,p > 0.05
35,wSMI_2_std,0.4772413793103449,0.33766233766233766,0.7203907203907204,p > 0.05
36,wSMI_2_std,0.5514285714285714,0.33766233766233766,0.7203907203907204,p > 0.05
37,wSMI_2_std,0.47571428571428565,0.33766233766233766,0.7203907203907204,p > 0.05
38,wSMI_2_std,0.5714285714285714,0.33766233766233766,0.7203907203907204,p > 0.05
39,wSMI_2_std,0.4228571428571429,0.33766233766233766,0.7203907203907204,p > 0.05
40,wSMI_4_mean,0.5186206896551724,0.6973026973026973,0.9551986475063398,p > 0.05
41,wSMI_4_mean,0.46482758620689657,0.6973026973026973,0.9551986475063398,p > 0.05
42,wSMI_4_mean,0.5324137931034483,0.6973026973026973,0.9551986475063398,p > 0.05
43,wSMI_4_mean,0.4193103448275862,0.6973026973026973,0.9551986475063398,p > 0.05
44,wSMI_4_mean,0.5544827586206896,0.6973026973026973,0.9551986475063398,p > 0.05
45,wSMI_4_mean,0.4537931034482759,0.6973026973026973,0.9551986475063398,p > 0.05
46,wSMI_4_mean,0.4014285714285714,0.6973026973026973,0.9551986475063398,p > 0.05
47,wSMI_4_mean,0.6200000000000001,0.6973026973026973,0.9551986475063398,p > 0.05
48,wSMI_4_mean,0.4642857142857143,0.6973026973026973,0.9551986475063398,p > 0.05
49,wSMI_4_mean,0.43714285714285706,0.6973026973026973,0.9551986475063398,p > 0.05
50,wSMI_4_std,0.4772413793103448,0.8981018981018981,0.9551986475063398,p > 0.05
51,wSMI_4_std,0.3889655172413793,0.8981018981018981,0.9551986475063398,p > 0.05
52,wSMI_4_std,0.46206896551724136,0.8981018981018981,0.9551986475063398,p > 0.05
53,wSMI_4_std,0.30068965517241375,0.8981018981018981,0.9551986475063398,p > 0.05
54,wSMI_4_std,0.3820689655172414,0.8981018981018981,0.9551986475063398,p > 0.05
55,wSMI_4_std,0.526896551724138,0.8981018981018981,0.9551986475063398,p > 0.05
56,wSMI_4_std,0.5042857142857142,0.8981018981018981,0.9551986475063398,p > 0.05
57,wSMI_4_std,0.6071428571428571,0.8981018981018981,0.9551986475063398,p > 0.05
58,wSMI_4_std,0.5171428571428571,0.8981018981018981,0.9551986475063398,p > 0.05
59,wSMI_4_std,0.44571428571428573,0.8981018981018981,0.9551986475063398,p > 0.05
60,wSMI_8_mean,0.4441379310344828,0.8751248751248751,0.9551986475063398,p > 0.05
61,wSMI_8_mean,0.41655172413793107,0.8751248751248751,0.9551986475063398,p > 0.05
62,wSMI_8_mean,0.5213793103448277,0.8751248751248751,0.9551986475063398,p > 0.05
63,wSMI_8_mean,0.5213793103448277,0.8751248751248751,0.9551986475063398,p > 0.05
64,wSMI_8_mean,0.4675862068965517,0.8751248751248751,0.9551986475063398,p > 0.05
65,wSMI_8_mean,0.3889655172413793,0.8751248751248751,0.9551986475063398,p > 0.05
66,wSMI_8_mean,0.5142857142857142,0.8751248751248751,0.9551986475063398,p > 0.05
67,wSMI_8_mean,0.47857142857142854,0.8751248751248751,0.9551986475063398,p > 0.05
68,wSMI_8_mean,0.5428571428571429,0.8751248751248751,0.9551986475063398,p > 0.05
69,wSMI_8_mean,0.3542857142857143,0.8751248751248751,0.9551986475063398,p > 0.05
70,wSMI_8_std,0.5751724137931035,0.4005994005994006,0.7868916797488227,p > 0.05
71,wSMI_8_std,0.48000000000000004,0.4005994005994006,0.7868916797488227,p > 0.05
72,wSMI_8_std,0.5062068965517241,0.4005994005994006,0.7868916797488227,p > 0.05
73,wSMI_8_std,0.5544827586206896,0.4005994005994006,0.7868916797488227,p > 0.05
74,wSMI_8_std,0.38896551724137934,0.4005994005994006,0.7868916797488227,p > 0.05
75,wSMI_8_std,0.4896551724137931,0.4005994005994006,0.7868916797488227,p > 0.05
76,wSMI_8_std,0.4585714285714286,0.4005994005994006,0.7868916797488227,p > 0.05
77,wSMI_8_std,0.6257142857142857,0.4005994005994006,0.7868916797488227,p > 0.05
78,wSMI_8_std,0.4157142857142857,0.4005994005994006,0.7868916797488227,p > 0.05
79,wSMI_8_std,0.5671428571428571,0.4005994005994006,0.7868916797488227,p > 0.05
80,p_e_1_mean,0.602758620689655,0.017982017982017984,0.1098901098901099,p < 0.05 uncorrected
81,p_e_1_mean,0.6620689655172414,0.017982017982017984,0.1098901098901099,p < 0.05 uncorrected
82,p_e_1_mean,0.593103448275862,0.017982017982017984,0.1098901098901099,p < 0.05 uncorrected
83,p_e_1_mean,0.6179310344827585,0.017982017982017984,0.1098901098901099,p < 0.05 uncorrected
84,p_e_1_mean,0.5793103448275863,0.017982017982017984,0.1098901098901099,p < 0.05 uncorrected
85,p_e_1_mean,0.5241379310344828,0.017982017982017984,0.1098901098901099,p < 0.05 uncorrected
86,p_e_1_mean,0.5571428571428572,0.017982017982017984,0.1098901098901099,p < 0.05 uncorrected
87,p_e_1_mean,0.5657142857142857,0.017982017982017984,0.1098901098901099,p < 0.05 uncorrected
88,p_e_1_mean,0.45,0.017982017982017984,0.1098901098901099,p < 0.05 uncorrected
89,p_e_1_mean,0.4128571428571428,0.017982017982017984,0.1098901098901099,p < 0.05 uncorrected
90,p_e_1_std,0.38206896551724134,0.8651348651348651,0.9551986475063398,p > 0.05
91,p_e_1_std,0.3972413793103448,0.8651348651348651,0.9551986475063398,p > 0.05
92,p_e_1_std,0.4413793103448276,0.8651348651348651,0.9551986475063398,p > 0.05
93,p_e_1_std,0.42620689655172417,0.8651348651348651,0.9551986475063398,p > 0.05
94,p_e_1_std,0.5420689655172415,0.8651348651348651,0.9551986475063398,p > 0.05
95,p_e_1_std,0.5172413793103449,0.8651348651348651,0.9551986475063398,p > 0.05
96,p_e_1_std,0.4542857142857143,0.8651348651348651,0.9551986475063398,p > 0.05
97,p_e_1_std,0.35714285714285715,0.8651348651348651,0.9551986475063398,p > 0.05
98,p_e_1_std,0.6185714285714285,0.8651348651348651,0.9551986475063398,p > 0.05
99,p_e_1_std,0.5228571428571429,0.8651348651348651,0.9551986475063398,p > 0.05
100,p_e_2_mean,0.663448275862069,0.01098901098901099,0.08634222919937207,p < 0.05 uncorrected
101,p_e_2_mean,0.6,0.01098901098901099,0.08634222919937207,p < 0.05 uncorrected
102,p_e_2_mean,0.5296551724137931,0.01098901098901099,0.08634222919937207,p < 0.05 uncorrected
103,p_e_2_mean,0.6289655172413793,0.01098901098901099,0.08634222919937207,p < 0.05 uncorrected
104,p_e_2_mean,0.5710344827586207,0.01098901098901099,0.08634222919937207,p < 0.05 uncorrected
105,p_e_2_mean,0.5889655172413792,0.01098901098901099,0.08634222919937207,p < 0.05 uncorrected
106,p_e_2_mean,0.58,0.01098901098901099,0.08634222919937207,p < 0.05 uncorrected
107,p_e_2_mean,0.5814285714285714,0.01098901098901099,0.08634222919937207,p < 0.05 uncorrected
108,p_e_2_mean,0.47428571428571425,0.01098901098901099,0.08634222919937207,p < 0.05 uncorrected
109,p_e_2_mean,0.43714285714285717,0.01098901098901099,0.08634222919937207,p < 0.05 uncorrected
110,p_e_2_std,0.47448275862068956,0.5634365634365635,0.9096459096459097,p > 0.05
111,p_e_2_std,0.553103448275862,0.5634365634365635,0.9096459096459097,p > 0.05
112,p_e_2_std,0.5572413793103448,0.5634365634365635,0.9096459096459097,p > 0.05
113,p_e_2_std,0.4096551724137931,0.5634365634365635,0.9096459096459097,p > 0.05
114,p_e_2_std,0.48965517241379314,0.5634365634365635,0.9096459096459097,p > 0.05
115,p_e_2_std,0.423448275862069,0.5634365634365635,0.9096459096459097,p > 0.05
116,p_e_2_std,0.44285714285714284,0.5634365634365635,0.9096459096459097,p > 0.05
117,p_e_2_std,0.5228571428571428,0.5634365634365635,0.9096459096459097,p > 0.05
118,p_e_2_std,0.5,0.5634365634365635,0.9096459096459097,p > 0.05
119,p_e_2_std,0.5571428571428572,0.5634365634365635,0.9096459096459097,p > 0.05
120,p_e_4_mean,0.46896551724137925,0.7592407592407593,0.9551986475063398,p > 0.05
121,p_e_4_mean,0.5517241379310345,0.7592407592407593,0.9551986475063398,p > 0.05
122,p_e_4_mean,0.5406896551724139,0.7592407592407593,0.9551986475063398,p > 0.05
123,p_e_4_mean,0.44965517241379305,0.7592407592407593,0.9551986475063398,p > 0.05
124,p_e_4_mean,0.4289655172413793,0.7592407592407593,0.9551986475063398,p > 0.05
125,p_e_4_mean,0.5420689655172414,0.7592407592407593,0.9551986475063398,p > 0.05
126,p_e_4_mean,0.38714285714285707,0.7592407592407593,0.9551986475063398,p > 0.05
127,p_e_4_mean,0.5014285714285714,0.7592407592407593,0.9551986475063398,p > 0.05
128,p_e_4_mean,0.47857142857142854,0.7592407592407593,0.9551986475063398,p > 0.05
129,p_e_4_mean,0.45714285714285713,0.7592407592407593,0.9551986475063398,p > 0.05
130,p_e_4_std,0.5062068965517241,0.22577422577422576,0.6208791208791208,p > 0.05
131,p_e_4_std,0.503448275862069,0.22577422577422576,0.6208791208791208,p > 0.05
132,p_e_4_std,0.463448275862069,0.22577422577422576,0.6208791208791208,p > 0.05
133,p_e_4_std,0.5117241379310344,0.22577422577422576,0.6208791208791208,p > 0.05
134,p_e_4_std,0.5213793103448277,0.22577422577422576,0.6208791208791208,p > 0.05
135,p_e_4_std,0.44689655172413795,0.22577422577422576,0.6208791208791208,p > 0.05
136,p_e_4_std,0.61,0.22577422577422576,0.6208791208791208,p > 0.05
137,p_e_4_std,0.4757142857142857,0.22577422577422576,0.6208791208791208,p > 0.05
138,p_e_4_std,0.5557142857142856,0.22577422577422576,0.6208791208791208,p > 0.05
139,p_e_4_std,0.6414285714285713,0.22577422577422576,0.6208791208791208,p > 0.05
140,p_e_8_mean,0.6786206896551724,0.000999000999000999,0.010989010989010988,p < 0.05 FDR corrected
141,p_e_8_mean,0.6041379310344828,0.000999000999000999,0.010989010989010988,p < 0.05 FDR corrected
142,p_e_8_mean,0.6193103448275861,0.000999000999000999,0.010989010989010988,p < 0.05 FDR corrected
143,p_e_8_mean,0.6413793103448275,0.000999000999000999,0.010989010989010988,p < 0.05 FDR corrected
144,p_e_8_mean,0.6372413793103447,0.000999000999000999,0.010989010989010988,p < 0.05 FDR corrected
145,p_e_8_mean,0.6910344827586208,0.000999000999000999,0.010989010989010988,p < 0.05 FDR corrected
146,p_e_8_mean,0.64,0.000999000999000999,0.010989010989010988,p < 0.05 FDR corrected
147,p_e_8_mean,0.6657142857142856,0.000999000999000999,0.010989010989010988,p < 0.05 FDR corrected
148,p_e_8_mean,0.5285714285714285,0.000999000999000999,0.010989010989010988,p < 0.05 FDR corrected
149,p_e_8_mean,0.5971428571428572,0.000999000999000999,0.010989010989010988,p < 0.05 FDR corrected
150,p_e_8_std,0.5089655172413794,0.4515484515484515,0.8276098901098902,p > 0.05
151,p_e_8_std,0.4951724137931034,0.4515484515484515,0.8276098901098902,p > 0.05
152,p_e_8_std,0.48275862068965514,0.4515484515484515,0.8276098901098902,p > 0.05
153,p_e_8_std,0.49379310344827587,0.4515484515484515,0.8276098901098902,p > 0.05
154,p_e_8_std,0.47862068965517235,0.4515484515484515,0.8276098901098902,p > 0.05
155,p_e_8_std,0.5751724137931035,0.4515484515484515,0.8276098901098902,p > 0.05
156,p_e_8_std,0.48428571428571426,0.4515484515484515,0.8276098901098902,p > 0.05
157,p_e_8_std,0.48428571428571426,0.4515484515484515,0.8276098901098902,p > 0.05
158,p_e_8_std,0.5557142857142856,0.4515484515484515,0.8276098901098902,p > 0.05
159,p_e_8_std,0.4785714285714286,0.4515484515484515,0.8276098901098902,p > 0.05
160,k_mean,0.4110344827586207,0.3016983016983017,0.7188644688644689,p > 0.05
161,k_mean,0.5903448275862069,0.3016983016983017,0.7188644688644689,p > 0.05
162,k_mean,0.5937931034482758,0.3016983016983017,0.7188644688644689,p > 0.05
163,k_mean,0.6427586206896552,0.3016983016983017,0.7188644688644689,p > 0.05
164,k_mean,0.5875862068965517,0.3016983016983017,0.7188644688644689,p > 0.05
165,k_mean,0.49655172413793097,0.3016983016983017,0.7188644688644689,p > 0.05
166,k_mean,0.41928571428571426,0.3016983016983017,0.7188644688644689,p > 0.05
167,k_mean,0.4942857142857143,0.3016983016983017,0.7188644688644689,p > 0.05
168,k_mean,0.42928571428571427,0.3016983016983017,0.7188644688644689,p > 0.05
169,k_mean,0.4857142857142857,0.3016983016983017,0.7188644688644689,p > 0.05
170,k_std,0.6193103448275863,0.8391608391608392,0.9551986475063398,p > 0.05
171,k_std,0.49379310344827587,0.8391608391608392,0.9551986475063398,p > 0.05
172,k_std,0.45241379310344837,0.8391608391608392,0.9551986475063398,p > 0.05
173,k_std,0.52,0.8391608391608392,0.9551986475063398,p > 0.05
174,k_std,0.2593103448275862,0.8391608391608392,0.9551986475063398,p > 0.05
175,k_std,0.5806896551724138,0.8391608391608392,0.9551986475063398,p > 0.05
176,k_std,0.40857142857142853,0.8391608391608392,0.9551986475063398,p > 0.05
177,k_std,0.3842857142857143,0.8391608391608392,0.9551986475063398,p > 0.05
178,k_std,0.5185714285714286,0.8391608391608392,0.9551986475063398,p > 0.05
179,k_std,0.47857142857142854,0.8391608391608392,0.9551986475063398,p > 0.05
180,se_mean,0.3448275862068966,0.5224775224775224,0.8707958707958707,p > 0.05
181,se_mean,0.6027586206896551,0.5224775224775224,0.8707958707958707,p > 0.05
182,se_mean,0.5793103448275863,0.5224775224775224,0.8707958707958707,p > 0.05
183,se_mean,0.4413793103448276,0.5224775224775224,0.8707958707958707,p > 0.05
184,se_mean,0.5020689655172413,0.5224775224775224,0.8707958707958707,p > 0.05
185,se_mean,0.5599999999999999,0.5224775224775224,0.8707958707958707,p > 0.05
186,se_mean,0.44285714285714284,0.5224775224775224,0.8707958707958707,p > 0.05
187,se_mean,0.4257142857142857,0.5224775224775224,0.8707958707958707,p > 0.05
188,se_mean,0.4985714285714285,0.5224775224775224,0.8707958707958707,p > 0.05
189,se_mean,0.5728571428571428,0.5224775224775224,0.8707958707958707,p > 0.05
190,se_std,0.5517241379310345,0.24275724275724275,0.6357927786499215,p > 0.05
191,se_std,0.39448275862068966,0.24275724275724275,0.6357927786499215,p > 0.05
192,se_std,0.6179310344827585,0.24275724275724275,0.6357927786499215,p > 0.05
193,se_std,0.6041379310344828,0.24275724275724275,0.6357927786499215,p > 0.05
194,se_std,0.48827586206896556,0.24275724275724275,0.6357927786499215,p > 0.05
195,se_std,0.5296551724137931,0.24275724275724275,0.6357927786499215,p > 0.05
196,se_std,0.51,0.24275724275724275,0.6357927786499215,p > 0.05
197,se_std,0.5342857142857143,0.24275724275724275,0.6357927786499215,p > 0.05
198,se_std,0.4485714285714285,0.24275724275724275,0.6357927786499215,p > 0.05
199,se_std,0.5357142857142856,0.24275724275724275,0.6357927786499215,p > 0.05
200,msf_mean,0.40551724137931033,0.972027972027972,0.972027972027972,p > 0.05
201,msf_mean,0.3613793103448276,0.972027972027972,0.972027972027972,p > 0.05
202,msf_mean,0.5448275862068965,0.972027972027972,0.972027972027972,p > 0.05
203,msf_mean,0.5075862068965518,0.972027972027972,0.972027972027972,p > 0.05
204,msf_mean,0.5172413793103449,0.972027972027972,0.972027972027972,p > 0.05
205,msf_mean,0.3834482758620689,0.972027972027972,0.972027972027972,p > 0.05
206,msf_mean,0.42,0.972027972027972,0.972027972027972,p > 0.05
207,msf_mean,0.5057142857142857,0.972027972027972,0.972027972027972,p > 0.05
208,msf_mean,0.3757142857142857,0.972027972027972,0.972027972027972,p > 0.05
209,msf_mean,0.38285714285714284,0.972027972027972,0.972027972027972,p > 0.05
210,msf_std,0.6055172413793104,0.12387612387612387,0.4542124542124542,p > 0.05
211,msf_std,0.4786206896551724,0.12387612387612387,0.4542124542124542,p > 0.05
212,msf_std,0.5889655172413794,0.12387612387612387,0.4542124542124542,p > 0.05
213,msf_std,0.44,0.12387612387612387,0.4542124542124542,p > 0.05
214,msf_std,0.49379310344827587,0.12387612387612387,0.4542124542124542,p > 0.05
215,msf_std,0.5737931034482758,0.12387612387612387,0.4542124542124542,p > 0.05
216,msf_std,0.5542857142857143,0.12387612387612387,0.4542124542124542,p > 0.05
217,msf_std,0.5671428571428572,0.12387612387612387,0.4542124542124542,p > 0.05
218,msf_std,0.47714285714285715,0.12387612387612387,0.4542124542124542,p > 0.05
219,msf_std,0.5614285714285714,0.12387612387612387,0.4542124542124542,p > 0.05
220,sef90_mean,0.6234482758620689,0.18581418581418582,0.5952380952380952,p > 0.05
221,sef90_mean,0.4675862068965517,0.18581418581418582,0.5952380952380952,p > 0.05
222,sef90_mean,0.4675862068965518,0.18581418581418582,0.5952380952380952,p > 0.05
223,sef90_mean,0.6124137931034482,0.18581418581418582,0.5952380952380952,p > 0.05
224,sef90_mean,0.5062068965517241,0.18581418581418582,0.5952380952380952,p > 0.05
225,sef90_mean,0.5517241379310345,0.18581418581418582,0.5952380952380952,p > 0.05
226,sef90_mean,0.62,0.18581418581418582,0.5952380952380952,p > 0.05
227,sef90_mean,0.5685714285714286,0.18581418581418582,0.5952380952380952,p > 0.05
228,sef90_mean,0.4842857142857142,0.18581418581418582,0.5952380952380952,p > 0.05
229,sef90_mean,0.37571428571428567,0.18581418581418582,0.5952380952380952,p > 0.05
230,sef90_std,0.5062068965517241,0.7902097902097902,0.9551986475063398,p > 0.05
231,sef90_std,0.46620689655172415,0.7902097902097902,0.9551986475063398,p > 0.05
232,sef90_std,0.46206896551724136,0.7902097902097902,0.9551986475063398,p > 0.05
233,sef90_std,0.5020689655172413,0.7902097902097902,0.9551986475063398,p > 0.05
234,sef90_std,0.4662068965517242,0.7902097902097902,0.9551986475063398,p > 0.05
235,sef90_std,0.37793103448275867,0.7902097902097902,0.9551986475063398,p > 0.05
236,sef90_std,0.47,0.7902097902097902,0.9551986475063398,p > 0.05
237,sef90_std,0.41857142857142854,0.7902097902097902,0.9551986475063398,p > 0.05
238,sef90_std,0.51,0.7902097902097902,0.9551986475063398,p > 0.05
239,sef90_std,0.5721428571428572,0.7902097902097902,0.9551986475063398,p > 0.05
240,sef95_mean,0.6027586206896552,0.1028971028971029,0.4542124542124542,p > 0.05
241,sef95_mean,0.5268965517241379,0.1028971028971029,0.4542124542124542,p > 0.05
242,sef95_mean,0.5103448275862069,0.1028971028971029,0.4542124542124542,p > 0.05
243,sef95_mean,0.6537931034482759,0.1028971028971029,0.4542124542124542,p > 0.05
244,sef95_mean,0.5324137931034483,0.1028971028971029,0.4542124542124542,p > 0.05
245,sef95_mean,0.5710344827586207,0.1028971028971029,0.4542124542124542,p > 0.05
246,sef95_mean,0.64,0.1028971028971029,0.4542124542124542,p > 0.05
247,sef95_mean,0.5457142857142857,0.1028971028971029,0.4542124542124542,p > 0.05
248,sef95_mean,0.4357142857142857,0.1028971028971029,0.4542124542124542,p > 0.05
249,sef95_mean,0.36,0.1028971028971029,0.4542124542124542,p > 0.05
250,sef95_std,0.5117241379310344,0.6293706293706294,0.9355509355509356,p > 0.05
251,sef95_std,0.5048275862068965,0.6293706293706294,0.9355509355509356,p > 0.05
252,sef95_std,0.41517241379310343,0.6293706293706294,0.9355509355509356,p > 0.05
253,sef95_std,0.593103448275862,0.6293706293706294,0.9355509355509356,p > 0.05
254,sef95_std,0.4,0.6293706293706294,0.9355509355509356,p > 0.05
255,sef95_std,0.4220689655172414,0.6293706293706294,0.9355509355509356,p > 0.05
256,sef95_std,0.5257142857142857,0.6293706293706294,0.9355509355509356,p > 0.05
257,sef95_std,0.46285714285714286,0.6293706293706294,0.9355509355509356,p > 0.05
258,sef95_std,0.5242857142857142,0.6293706293706294,0.9355509355509356,p > 0.05
259,sef95_std,0.5685714285714285,0.6293706293706294,0.9355509355509356,p > 0.05
260,b_mean,0.5572413793103448,0.003996003996003996,0.03663003663003663,p < 0.05 FDR corrected
261,b_mean,0.6206896551724138,0.003996003996003996,0.03663003663003663,p < 0.05 FDR corrected
262,b_mean,0.5793103448275863,0.003996003996003996,0.03663003663003663,p < 0.05 FDR corrected
263,b_mean,0.6289655172413794,0.003996003996003996,0.03663003663003663,p < 0.05 FDR corrected
264,b_mean,0.4455172413793103,0.003996003996003996,0.03663003663003663,p < 0.05 FDR corrected
265,b_mean,0.6455172413793103,0.003996003996003996,0.03663003663003663,p < 0.05 FDR corrected
266,b_mean,0.5085714285714286,0.003996003996003996,0.03663003663003663,p < 0.05 FDR corrected
267,b_mean,0.5171428571428571,0.003996003996003996,0.03663003663003663,p < 0.05 FDR corrected
268,b_mean,0.72,0.003996003996003996,0.03663003663003663,p < 0.05 FDR corrected
269,b_mean,0.5957142857142858,0.003996003996003996,0.03663003663003663,p < 0.05 FDR corrected
270,b_std,0.6055172413793104,0.903096903096903,0.9551986475063398,p > 0.05
271,b_std,0.4358620689655173,0.903096903096903,0.9551986475063398,p > 0.05
272,b_std,0.4289655172413793,0.903096903096903,0.9551986475063398,p > 0.05
273,b_std,0.5751724137931034,0.903096903096903,0.9551986475063398,p > 0.05
274,b_std,0.3724137931034482,0.903096903096903,0.9551986475063398,p > 0.05
275,b_std,0.6055172413793104,0.903096903096903,0.9551986475063398,p > 0.05
276,b_std,0.40571428571428564,0.903096903096903,0.9551986475063398,p > 0.05
277,b_std,0.4142857142857143,0.903096903096903,0.9551986475063398,p > 0.05
278,b_std,0.3985714285714286,0.903096903096903,0.9551986475063398,p > 0.05
279,b_std,0.4,0.903096903096903,0.9551986475063398,p > 0.05
280,b_n_mean,0.4082758620689655,0.48151848151848153,0.8276098901098902,p > 0.05
281,b_n_mean,0.6372413793103449,0.48151848151848153,0.8276098901098902,p > 0.05
282,b_n_mean,0.5131034482758621,0.48151848151848153,0.8276098901098902,p > 0.05
283,b_n_mean,0.46344827586206894,0.48151848151848153,0.8276098901098902,p > 0.05
284,b_n_mean,0.5710344827586207,0.48151848151848153,0.8276098901098902,p > 0.05
285,b_n_mean,0.5103448275862068,0.48151848151848153,0.8276098901098902,p > 0.05
286,b_n_mean,0.4857142857142857,0.48151848151848153,0.8276098901098902,p > 0.05
287,b_n_mean,0.42,0.48151848151848153,0.8276098901098902,p > 0.05
288,b_n_mean,0.5914285714285714,0.48151848151848153,0.8276098901098902,p > 0.05
289,b_n_mean,0.4157142857142857,0.48151848151848153,0.8276098901098902,p > 0.05
290,b_n_std,0.5710344827586207,0.7882117882117882,0.9551986475063398,p > 0.05
291,b_n_std,0.5006896551724138,0.7882117882117882,0.9551986475063398,p > 0.05
292,b_n_std,0.5944827586206897,0.7882117882117882,0.9551986475063398,p > 0.05
293,b_n_std,0.5020689655172415,0.7882117882117882,0.9551986475063398,p > 0.05
294,b_n_std,0.34758620689655173,0.7882117882117882,0.9551986475063398,p > 0.05
295,b_n_std,0.40551724137931033,0.7882117882117882,0.9551986475063398,p > 0.05
296,b_n_std,0.5071428571428571,0.7882117882117882,0.9551986475063398,p > 0.05
297,b_n_std,0.5171428571428571,0.7882117882117882,0.9551986475063398,p > 0.05
298,b_n_std,0.3628571428571429,0.7882117882117882,0.9551986475063398,p > 0.05
299,b_n_std,0.45142857142857146,0.7882117882117882,0.9551986475063398,p > 0.05
300,g_mean,0.6151724137931034,0.3516483516483517,0.7203907203907204,p > 0.05
301,g_mean,0.4703448275862069,0.3516483516483517,0.7203907203907204,p > 0.05
302,g_mean,0.4537931034482759,0.3516483516483517,0.7203907203907204,p > 0.05
303,g_mean,0.4772413793103448,0.3516483516483517,0.7203907203907204,p > 0.05
304,g_mean,0.5365517241379311,0.3516483516483517,0.7203907203907204,p > 0.05
305,g_mean,0.4882758620689655,0.3516483516483517,0.7203907203907204,p > 0.05
306,g_mean,0.5785714285714285,0.3516483516483517,0.7203907203907204,p > 0.05
307,g_mean,0.5614285714285715,0.3516483516483517,0.7203907203907204,p > 0.05
308,g_mean,0.34857142857142853,0.3516483516483517,0.7203907203907204,p > 0.05
309,g_mean,0.5742857142857143,0.3516483516483517,0.7203907203907204,p > 0.05
310,g_std,0.5489655172413793,0.5864135864135864,0.9096459096459097,p > 0.05
311,g_std,0.44413793103448274,0.5864135864135864,0.9096459096459097,p > 0.05
312,g_std,0.56,0.5864135864135864,0.9096459096459097,p > 0.05
313,g_std,0.5296551724137931,0.5864135864135864,0.9096459096459097,p > 0.05
314,g_std,0.4441379310344828,0.5864135864135864,0.9096459096459097,p > 0.05
315,g_std,0.5613793103448276,0.5864135864135864,0.9096459096459097,p > 0.05
316,g_std,0.5014285714285714,0.5864135864135864,0.9096459096459097,p > 0.05
317,g_std,0.5485714285714286,0.5864135864135864,0.9096459096459097,p > 0.05
318,g_std,0.34285714285714286,0.5864135864135864,0.9096459096459097,p > 0.05
319,g_std,0.45,0.5864135864135864,0.9096459096459097,p > 0.05
